symbol,start_date,end_date,enter_current_period,exit_current_period,enter_price,enter_price_open,exit_price,exit_price_open,pos_type,leverage,num_shares,PnL,PnL_percent
COKE,20030606,20030806,45,35,54.47,54.17,51.38,51.4,long,1,1690,-4681.3,-5.114
COKE,20030609,20030806,44,35,55.43,55.4,51.38,51.4,long,1,1582,-6328.0,-7.22
COKE,20030610,20030806,44,35,56.26,55.76,51.38,51.4,long,1,1563,-6814.68,-7.819
COKE,20030611,20030806,43,35,57.89,57.9,51.38,51.4,long,1,1440,-9360.0,-11.226
COKE,20030612,20030806,43,35,61.34,60.0,51.38,51.4,long,1,1177,-10122.2,-14.333
COKE,20030613,20030806,42,35,65.0,65.64,51.38,51.4,long,1,918,-13072.32,-21.694
COKE,20031111,20040127,35,36,52.73,52.9,52.28,52.501,long,1,1814,-723.786,-0.754
COKE,20031112,20040127,35,36,53.531,54.0,52.28,52.501,long,1,1758,-2635.242,-2.776
COKE,20031119,20040127,35,36,54.67,53.501,52.28,52.501,long,1,1562,-1562.0,-1.869
COKE,20040405,20040517,35,36,52.65,52.62,52.14,52.26,long,1,2766,-995.76,-0.684
COKE,20040406,20040517,35,36,53.15,53.28,52.14,52.26,long,1,2694,-2747.88,-1.914
COKE,20040407,20040517,35,36,53.31,53.59,52.14,52.26,long,1,2663,-3541.79,-2.482
COKE,20040408,20040517,35,36,54.16,53.99,52.14,52.26,long,1,2497,-4319.81,-3.204
COKE,20040504,20040517,35,36,55.0,55.7,52.14,52.26,long,1,1747,-6009.68,-6.176
COKE,20040505,20040517,35,36,55.95,55.5,52.14,52.26,long,1,1702,-5514.48,-5.838
COKE,20040604,20040720,37,35,57.2,57.5,56.05,55.48,long,1,1663,-3359.26,-3.513
COKE,20040610,20040720,36,35,58.02,58.45,56.05,55.48,long,1,1707,-5069.79,-5.081
COKE,20040622,20040720,35,35,58.77,58.09,56.05,55.48,long,1,1404,-3664.44,-4.493
COKE,20041214,20050113,35,35,54.87,54.101,53.35,53.2,long,1,1582,-1425.382,-1.665
COKE,20041215,20050113,35,35,55.0,53.55,53.35,53.2,long,1,1581,-553.35,-0.654
COKE,20041222,20050113,36,35,55.41,54.9,53.35,53.2,long,1,1535,-2609.5,-3.097
COKE,20041227,20050113,35,35,55.57,55.71,53.35,53.2,long,1,1533,-3847.83,-4.505
COKE,20041228,20050113,36,35,55.95,56.23,53.35,53.2,long,1,1554,-4708.62,-5.389
COKE,20041229,20050113,36,35,56.9,56.94,53.35,53.2,long,1,1519,-5681.06,-6.568
COKE,20041230,20050113,35,35,57.3,57.255,53.35,53.2,long,1,1484,-6017.62,-7.082
COKE,20050707,20050804,35,35,51.91,52.1,51.24,50.61,long,1,1923,-2865.27,-2.86
COKE,20050711,20050804,36,35,52.99,52.59,51.24,50.61,long,1,1832,-3627.36,-3.765
COKE,20050712,20050804,36,35,53.22,53.33,51.24,50.61,long,1,1776,-4830.72,-5.1
COKE,20051201,20051222,36,35,47.46,46.79,43.97,44.31,long,1,2197,-5448.56,-5.3
COKE,20051202,20051222,36,35,47.87,48.0,43.97,44.31,long,1,2132,-7867.08,-7.687
COKE,20060207,20060303,35,35,46.38,46.35,44.57,45.06,long,1,2341,-3019.89,-2.783
COKE,20060208,20060303,35,35,46.65,46.8,44.57,45.06,long,1,2365,-4115.1,-3.718
COKE,20060216,20060303,35,35,47.0,47.38,44.57,45.06,long,1,2630,-6101.6,-4.897
COKE,20060424,20060822,35,35,46.22,46.05,56.08,56.08,long,1,2687,26950.61,21.781
COKE,20060425,20060822,35,35,46.75,46.9,56.08,56.08,long,1,2600,23868.0,19.574
COKE,20060426,20060822,35,35,47.14,46.58,56.08,56.08,long,1,2567,24386.5,20.395
COKE,20060427,20060822,35,35,47.68,47.5,56.08,56.08,long,1,2410,20677.8,18.063
COKE,20060428,20060822,35,35,48.2,48.03,56.08,56.08,long,1,2277,18329.85,16.76
COKE,20060525,20060822,35,35,48.5,48.5,56.08,56.08,long,1,2124,16099.92,15.629
COKE,20060526,20060822,35,35,48.73,48.23,56.08,56.08,long,1,2135,16759.75,16.276
COKE,20060601,20060822,35,35,49.36,49.38,56.08,56.08,long,1,2163,14492.1,13.568
COKE,20060626,20060822,35,35,50.04,50.15,56.08,56.08,long,1,2363,14012.59,11.825
COKE,20060629,20060822,35,35,51.72,52.24,56.08,56.08,long,1,2110,8102.4,7.351
COKE,20060706,20060822,35,35,52.46,51.84,56.08,56.08,long,1,1920,8140.8,8.179
COKE,20060710,20060822,35,35,53.28,52.7,56.08,56.08,long,1,1821,6154.98,6.414
COKE,20060711,20060822,35,35,54.81,54.59,56.08,56.08,long,1,1638,2440.62,2.729
COKE,20060724,20060822,35,35,57.97,57.6,56.08,56.08,long,1,1296,-1969.92,-2.639
COKE,20060725,20060822,35,35,59.4,59.0,56.08,56.08,long,1,1207,-3524.44,-4.949
COKE,20060727,20060822,35,35,61.37,60.97,56.08,56.08,long,1,1108,-5418.12,-8.02
COKE,20061012,20061101,35,35,64.47,65.0,60.46,60.04,long,1,1118,-5545.28,-7.631
COKE,20061018,20061101,35,35,65.3,64.95,60.46,60.04,long,1,1191,-5847.81,-7.56
COKE,20061019,20061101,35,35,66.3,66.5,60.46,60.04,long,1,1153,-7448.38,-9.714
COKE,20061023,20061101,35,35,66.596,66.79,60.46,60.04,long,1,1179,-7958.25,-10.106
COKE,20061024,20061101,35,35,67.02,67.63,60.46,60.04,long,1,1170,-8880.3,-11.223
COKE,20061025,20061101,35,35,67.34,68.09,60.46,60.04,long,1,1176,-9466.8,-11.823
COKE,20070813,20071105,38,43,54.55,55.0,56.65,57.0,long,1,1283,2566.0,3.636
COKE,20070816,20071105,38,43,55.71,57.5,56.65,57.0,long,1,1138,-569.0,-0.87
COKE,20070824,20071105,37,43,59.0,58.93,56.65,57.0,long,1,1001,-1931.93,-3.275
COKE,20070918,20071105,40,43,59.95,59.95,56.65,57.0,long,1,1091,-3218.45,-4.921
COKE,20070919,20071105,40,43,60.47,60.0,56.65,57.0,long,1,1101,-3303.0,-5.0
COKE,20071001,20071105,41,43,61.73,61.47,56.65,57.0,long,1,1029,-4599.63,-7.272
COKE,20071005,20071105,41,43,62.36,61.0,56.65,57.0,long,1,904,-3616.0,-6.557
COKE,20071008,20071105,41,43,62.82,63.34,56.65,57.0,long,1,889,-5636.26,-10.009
COKE,20071009,20071105,41,43,63.57,63.47,56.65,57.0,long,1,863,-5583.61,-10.194
COKE,20071010,20071105,41,43,64.02,64.0,56.65,57.0,long,1,861,-6027.0,-10.938
COKE,20071224,20080229,46,44,63.17,62.75,54.69,54.84,long,1,804,-6359.64,-12.606
COKE,20071226,20080229,45,44,63.8,64.0,54.69,54.84,long,1,776,-7108.16,-14.312
COKE,20081001,20081120,48,49,44.31,44.87,36.2,36.88,long,1,1229,-9819.71,-17.807
COKE,20081231,20090227,51,48,45.96,45.01,43.75,43.5,long,1,1160,-1751.6,-3.355
COKE,20090127,20090227,50,48,46.15,46.25,43.75,43.5,long,1,1552,-4268.0,-5.946
COKE,20090128,20090227,50,48,46.54,45.94,43.75,43.5,long,1,1545,-3769.8,-5.311
COKE,20090202,20090227,49,48,46.97,46.72,43.75,43.5,long,1,1492,-4804.24,-6.892
COKE,20090203,20090227,49,48,47.49,47.0,43.75,43.5,long,1,1456,-5096.0,-7.447
COKE,20090212,20090227,49,48,47.94,47.9,43.75,43.5,long,1,1412,-6212.8,-9.186
COKE,20090318,20090505,49,47,49.99,50.73,48.91,48.25,long,1,1035,-2566.8,-4.889
COKE,20090319,20090505,49,47,51.12,51.0,48.91,48.25,long,1,1023,-2813.25,-5.392
COKE,20090320,20090505,49,47,51.64,51.75,48.91,48.25,long,1,1017,-3559.5,-6.763
COKE,20090323,20090505,49,47,53.35,53.0,48.91,48.25,long,1,983,-4669.25,-8.962
COKE,20090326,20090505,49,47,53.71,53.5,48.91,48.25,long,1,1023,-5370.75,-9.813
COKE,20090604,20090901,47,46,55.96,57.0,48.9,48.94,long,1,929,-7487.74,-14.14
COKE,20090605,20090901,47,46,56.68,56.68,48.9,48.94,long,1,912,-7058.88,-13.656
COKE,20090626,20090901,47,46,58.18,57.5,48.9,48.94,long,1,978,-8371.68,-14.887
COKE,20091202,20100112,47,44,50.68,50.98,50.75,50.8,long,1,1760,-316.8,-0.353
COKE,20091204,20100112,47,44,52.35,52.78,50.75,50.8,long,1,1602,-3171.96,-3.751
COKE,20091207,20100112,47,44,53.68,53.29,50.75,50.8,long,1,1521,-3787.29,-4.673
COKE,20091209,20100112,46,44,54.5,54.89,50.75,50.8,long,1,1483,-6065.47,-7.451
COKE,20091210,20100112,46,44,54.64,54.94,50.75,50.8,long,1,1457,-6031.98,-7.535
COKE,20091211,20100112,46,44,55.0,55.0,50.75,50.8,long,1,1418,-5955.6,-7.636
COKE,20091228,20100112,45,44,55.06,55.2,50.75,50.8,long,1,1585,-6974.0,-7.971
COKE,20100225,20100408,46,46,57.03,56.78,57.27,57.43,long,1,1313,853.45,1.145
COKE,20100303,20100408,46,46,57.2,57.15,57.27,57.43,long,1,1371,383.88,0.49
COKE,20100305,20100408,46,46,58.64,58.64,57.27,57.43,long,1,1354,-1638.34,-2.063
COKE,20100308,20100408,46,46,58.91,58.91,57.27,57.43,long,1,1369,-2026.12,-2.512
COKE,20100323,20100408,46,46,60.06,60.17,57.27,57.43,long,1,1524,-4175.76,-4.554
COKE,20100726,20100823,46,46,53.63,53.72,48.68,48.43,long,1,1420,-7511.8,-9.847
COKE,20101005,20101230,47,47,54.33,54.1,56.12,56.11,long,1,1826,3670.26,3.715
COKE,20101102,20101230,47,47,55.27,55.07,56.12,56.11,long,1,1830,1903.2,1.889
COKE,20101105,20101230,47,47,55.7,55.77,56.12,56.11,long,1,1853,630.02,0.61
COKE,20101108,20101230,47,47,56.26,56.48,56.12,56.11,long,1,1792,-663.04,-0.655
COKE,20101110,20101230,47,47,56.71,56.44,56.12,56.11,long,1,1658,-547.14,-0.585
COKE,20101115,20101230,47,47,57.65,57.21,56.12,56.11,long,1,1475,-1622.5,-1.923
COKE,20101116,20101230,47,47,58.24,58.19,56.12,56.11,long,1,1437,-2988.96,-3.574
COKE,20101118,20101230,47,47,58.28,58.3,56.12,56.11,long,1,1485,-3252.15,-3.756
COKE,20101122,20101230,47,47,58.62,58.37,56.12,56.11,long,1,1437,-3247.62,-3.872
COKE,20101129,20101230,47,47,58.89,58.99,56.12,56.11,long,1,1476,-4250.88,-4.882
COKE,20110303,20110601,49,61,58.36,58.38,65.03,65.48,long,1,1651,11722.1,12.162
COKE,20110304,20110601,49,61,59.09,59.25,65.03,65.48,long,1,1634,10179.82,10.515
COKE,20110308,20110601,47,61,59.46,59.1,65.03,65.48,long,1,1630,10399.4,10.795
COKE,20110317,20110601,48,61,60.02,60.36,65.03,65.48,long,1,1727,8842.24,8.482
COKE,20110318,20110601,48,61,61.04,61.19,65.03,65.48,long,1,1635,7014.15,7.011
COKE,20110321,20110601,48,61,62.65,63.0,65.03,65.48,long,1,1522,3774.56,3.937
COKE,20110322,20110601,48,61,63.91,63.63,65.03,65.48,long,1,1404,2597.4,2.907
COKE,20110323,20110601,48,61,65.26,65.3,65.03,65.48,long,1,1313,236.34,0.276
COKE,20110324,20110601,49,61,65.75,65.73,65.03,65.48,long,1,1317,-329.25,-0.38
COKE,20110331,20110601,52,61,66.84,66.88,65.03,65.48,long,1,1226,-1716.4,-2.093
COKE,20110404,20110601,51,61,68.61,68.6,65.03,65.48,long,1,1133,-3534.96,-4.548
COKE,20110405,20110601,52,61,71.93,73.03,65.03,65.48,long,1,949,-7164.95,-10.338
COKE,20110406,20110601,52,61,73.65,74.44,65.03,65.48,long,1,859,-7696.64,-12.037
COKE,20110408,20110601,54,61,75.7,76.22,65.03,65.48,long,1,798,-8570.52,-14.091
COKE,20120124,20120321,54,55,60.23,60.52,61.61,61.26,long,1,1346,996.04,1.223
COKE,20120127,20120321,56,55,61.38,61.44,61.61,61.26,long,1,1340,-241.2,-0.293
COKE,20120202,20120321,55,55,61.9,62.29,61.61,61.26,long,1,1355,-1395.65,-1.654
COKE,20120203,20120321,54,55,63.48,63.93,61.61,61.26,long,1,1262,-3369.54,-4.176
COKE,20120208,20120321,54,55,64.26,64.31,61.61,61.26,long,1,1221,-3724.05,-4.743
COKE,20120217,20120321,56,55,64.79,64.49,61.61,61.26,long,1,1206,-3895.38,-5.009
COKE,20120702,20121107,49,48,64.99,65.0,66.54,66.82,long,1,1403,2553.46,2.8
COKE,20120703,20121107,49,48,65.04,65.04,66.54,66.82,long,1,1439,2561.42,2.737
COKE,20120711,20121107,49,48,66.06,65.28,66.54,66.82,long,1,1357,2089.78,2.359
COKE,20120718,20121107,49,48,66.92,67.4,66.54,66.82,long,1,1311,-760.38,-0.861
COKE,20120807,20121107,49,48,68.53,67.86,66.54,66.82,long,1,1089,-1132.56,-1.533
COKE,20121005,20121107,49,48,69.45,69.08,66.54,66.82,long,1,1303,-2944.78,-3.272
COKE,20121015,20121107,50,48,69.94,70.0,66.54,66.82,long,1,1323,-4207.14,-4.543
COKE,20121016,20121107,50,48,70.0,70.3,66.54,66.82,long,1,1336,-4649.28,-4.95
COKE,20130613,20130809,45,44,62.19,62.19,62.19,62.31,long,1,2202,264.24,0.193
COKE,20130708,20130809,45,44,62.4,62.5,62.19,62.31,long,1,1831,-347.89,-0.304
COKE,20130710,20130809,45,44,62.92,63.25,62.19,62.31,long,1,1865,-1753.1,-1.486
